"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr4",99573871,99574305,435,"*","Promoter (<=1kb)",4,99574824,99584193,9370,1,"4547","ENST00000422897.6",-519,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr4",99574369,99575189,821,"*","Promoter (<=1kb)",4,99574824,99584193,9370,1,"4547","ENST00000422897.6",0,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr4",99586352,99586620,269,"*","Intron (ENST00000457717.6/4547, intron 4 of 18)",4,99574824,99623997,49174,1,"4547","ENST00000265517.10",11528,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr4",99587305,99588119,815,"*","Intron (ENST00000457717.6/4547, intron 4 of 18)",4,99574824,99623997,49174,1,"4547","ENST00000265517.10",12481,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr4",99593994,99594236,243,"*","Intron (ENST00000457717.6/4547, intron 7 of 18)",4,99574824,99623997,49174,1,"4547","ENST00000265517.10",19170,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr4",99612356,99612624,269,"*","Intron (ENST00000457717.6/4547, intron 15 of 18)",4,99574824,99623997,49174,1,"4547","ENST00000265517.10",37532,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr4",99612759,99613048,290,"*","Exon (ENST00000457717.6/4547, exon 16 of 19)",4,99574824,99623997,49174,1,"4547","ENST00000265517.10",37935,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr4",99615323,99615604,282,"*","Intron (ENST00000457717.6/4547, intron 16 of 18)",4,99574824,99623997,49174,1,"4547","ENST00000265517.10",40499,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
"chr5",75331431,75331766,336,"*","Intron (ENST00000501886.2/124901007, intron 2 of 2)",5,75336329,75360758,24430,1,"3156","ENST00000511206.5",-4563,"ENSG00000113161","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase"
"chr5",75336270,75337782,1513,"*","Promoter (<=1kb)",5,75336329,75360758,24430,1,"3156","ENST00000511206.5",0,"ENSG00000113161","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase"
"chr5",75363242,75364301,1060,"*","3' UTR",5,75359917,75360529,613,1,"3156","ENST00000512053.1",3325,"ENSG00000113161","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase"
"chr7",44145515,44145875,361,"*","Promoter (<=1kb)",7,44143772,44145939,2168,2,"2645","ENST00000672743.1",64,"ENSG00000106633","GCK","glucokinase"
"chr7",44145977,44146678,702,"*","Promoter (<=1kb)",7,44144273,44146129,1857,2,"2645","ENST00000459642.1",0,"ENSG00000106633","GCK","glucokinase"
"chr7",44155517,44155923,407,"*","Intron (ENST00000673284.1/2645, intron 1 of 10)",7,44144277,44159275,14999,2,"2645","ENST00000395796.8",3352,"ENSG00000106633","GCK","glucokinase"
"chr7",44157325,44157599,275,"*","Promoter (1-2kb)",7,44144277,44159275,14999,2,"2645","ENST00000395796.8",1676,"ENSG00000106633","GCK","glucokinase"
"chr7",44158928,44159521,594,"*","Promoter (<=1kb)",7,44144275,44159282,15008,2,"2645","ENST00000345378.7",0,"ENSG00000106633","GCK","glucokinase"
"chr7",44159765,44160263,499,"*","Promoter (<=1kb)",7,44144275,44159282,15008,2,"2645","ENST00000345378.7",-483,"ENSG00000106633","GCK","glucokinase"
"chr7",44162144,44163112,969,"*","Promoter (2-3kb)",7,44144275,44159282,15008,2,"2645","ENST00000345378.7",-2862,"ENSG00000106633","GCK","glucokinase"
"chr7",44184543,44184745,203,"*","Intron (ENST00000673284.1/2645, intron 1 of 10)",7,44145132,44188987,43856,2,"2645","ENST00000437084.1",4242,"ENSG00000106633","GCK","glucokinase"
"chr7",44185709,44186115,407,"*","Promoter (2-3kb)",7,44145132,44188987,43856,2,"2645","ENST00000437084.1",2872,"ENSG00000106633","GCK","glucokinase"
"chr7",44187653,44188605,953,"*","Promoter (<=1kb)",7,44145132,44188987,43856,2,"2645","ENST00000437084.1",382,"ENSG00000106633","GCK","glucokinase"
"chr7",44189827,44190136,310,"*","Promoter (<=1kb)",7,44148310,44189439,41130,2,"2645","ENST00000682635.1",-388,"ENSG00000106633","GCK","glucokinase"
"chr7",44194057,44194290,234,"*","Exon (ENST00000849949.1/ENST00000849949.1, exon 1 of 2)",7,44153391,44198170,44780,2,"2645","ENST00000476008.1",3880,"ENSG00000106633","GCK","glucokinase"
"chr7",44196418,44196723,306,"*","Promoter (1-2kb)",7,44153391,44198170,44780,2,"2645","ENST00000476008.1",1447,"ENSG00000106633","GCK","glucokinase"
"chr8",19876679,19876897,219,"*","Distal Intergenic",8,19901717,19954151,52435,1,"4023","ENST00000520959.5",-24820,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19880772,19881166,395,"*","Distal Intergenic",8,19901717,19954151,52435,1,"4023","ENST00000520959.5",-20551,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19886573,19887255,683,"*","Distal Intergenic",8,19901717,19954151,52435,1,"4023","ENST00000520959.5",-14462,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19887634,19888165,532,"*","Distal Intergenic",8,19901717,19954151,52435,1,"4023","ENST00000520959.5",-13552,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19898371,19898924,554,"*","Promoter (2-3kb)",8,19901717,19954151,52435,1,"4023","ENST00000520959.5",-2793,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19904681,19905048,368,"*","Promoter (2-3kb)",8,19901717,19954151,52435,1,"4023","ENST00000520959.5",2964,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19908112,19908312,201,"*","Intron (ENST00000520959.5/4023, intron 1 of 4)",8,19901717,19954151,52435,1,"4023","ENST00000520959.5",6395,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19928860,19929188,329,"*","Intron (ENST00000520959.5/4023, intron 1 of 4)",8,19938870,19951908,13039,1,"4023","ENST00000524029.5",-9682,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19936927,19937347,421,"*","Promoter (1-2kb)",8,19938870,19951908,13039,1,"4023","ENST00000524029.5",-1523,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19939200,19940493,1294,"*","Promoter (<=1kb)",8,19939253,19967259,28007,1,"4023","ENST00000650287.1",0,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19962105,19962721,617,"*","3' UTR",8,19956005,19967196,11192,1,"4023","ENST00000650478.1",6100,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19969141,19969568,428,"*","Distal Intergenic",8,19956005,19967196,11192,1,"4023","ENST00000650478.1",13136,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19975349,19975709,361,"*","Distal Intergenic",8,19956005,19967196,11192,1,"4023","ENST00000650478.1",19344,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",19985345,19985545,201,"*","Distal Intergenic",8,19956005,19967196,11192,1,"4023","ENST00000650478.1",29340,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",20004685,20004888,204,"*","Distal Intergenic",8,19956005,19967196,11192,1,"4023","ENST00000650478.1",48680,"ENSG00000175445","LPL","lipoprotein lipase"
"chr8",20011757,20012376,620,"*","Distal Intergenic",8,19956005,19967196,11192,1,"4023","ENST00000650478.1",55752,"ENSG00000175445","LPL","lipoprotein lipase"
